handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_77008d0b-605f-4dea-9bea-e69c5a032894,VARIANT,,true,,,,,,,,57,,,0,false,,,,,,,,,,Size,TEXT_CHOICES,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_77008d0b-605f-4dea-9bea-e69c5a032894,VARIANT,,true,,,,,,,,39,,,7,false,,,,,,,,,,Size,TEXT_CHOICES,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_77008d0b-605f-4dea-9bea-e69c5a032894,MEDIA,,,,,,ee8358_c742b15aefac40da9af9d929568ad854~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1d6df016-c617-4b98-9c74-61697e53f979,PRODUCT,Mots-C,true,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0)"">10mg</span></p><p>(Peptides come in a lyophilized powder form for reconstitution.)</p><p>Disclaimer: For RESEARCH ONLY. </p><ul><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Not for Human Consumption</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Peptides are not intended for human or veterinary use and should not be ingested or administered to humans.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">No Medical Claims</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: The products are not approved for medical, therapeutic, or diagnostic applications and should not be used to treat, cure, or prevent any disease or condition.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Qualified Professionals Only</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must be qualified professionals or researchers capable of safely handling laboratory-grade materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Compliance with Laws</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must comply with all applicable laws and regulations regarding the purchase, storage, use, and disposal of these materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Potential Hazards</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must understand the potential hazards associated with these research products and assume full responsibility for their use.</span></a></u></p></li></ul>",peptides,,,,Best Seller,,42,,,4,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1d6df016-c617-4b98-9c74-61697e53f979,MEDIA,,,,,,ee8358_951ffef9f0734f62a4c5f0112265580e~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa853ba2-9674-4aff-95cd-238db53ab271,PRODUCT,BPC-157 10mg,true,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0)"">10mg</span></p><p>(Peptides come in a lyophilized powder form for reconstitution.)</p><p>Disclaimer: For RESEARCH ONLY. </p><ul><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Not for Human Consumption</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Peptides are not intended for human or veterinary use and should not be ingested or administered to humans.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">No Medical Claims</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: The products are not approved for medical, therapeutic, or diagnostic applications and should not be used to treat, cure, or prevent any disease or condition.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Qualified Professionals Only</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must be qualified professionals or researchers capable of safely handling laboratory-grade materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Compliance with Laws</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must comply with all applicable laws and regulations regarding the purchase, storage, use, and disposal of these materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Potential Hazards</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must understand the potential hazards associated with these research products and assume full responsibility for their use.</span></a></u></p></li></ul>",peptides,,,,,,,,,,,,,,,,,,,,Size,TEXT_CHOICES,10mg;5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa853ba2-9674-4aff-95cd-238db53ab271,VARIANT,,true,,,,,,,,36,,,22,false,,,,,,,,,,Size,TEXT_CHOICES,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa853ba2-9674-4aff-95cd-238db53ab271,VARIANT,,true,,,,,,,,28,,,2,false,,,,,,,,,,Size,TEXT_CHOICES,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa853ba2-9674-4aff-95cd-238db53ab271,MEDIA,,,,,,ee8358_020cad767c74448292385e5e51fda74b~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_592ff144-28f0-4943-a6c2-96d8cb95d639,PRODUCT,L-carnitine 10ml,true,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0)"">10ml</span></p><p>(Peptides come in a lyophilized powder form for reconstitution.)</p><p>Disclaimer: For RESEARCH ONLY. </p><ul><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Not for Human Consumption</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Peptides are not intended for human or veterinary use and should not be ingested or administered to humans.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">No Medical Claims</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: The products are not approved for medical, therapeutic, or diagnostic applications and should not be used to treat, cure, or prevent any disease or condition.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Qualified Professionals Only</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must be qualified professionals or researchers capable of safely handling laboratory-grade materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Compliance with Laws</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must comply with all applicable laws and regulations regarding the purchase, storage, use, and disposal of these materials.</span></a></u></p></li><li><p><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""font-weight: 700; color: rgba(0, 0, 0, 0.8); background-color: rgb(240, 243, 255)"">Potential Hazards</span></a></u><u><a href=""https://www.bing.com/ck/a?!&amp;&amp;p=5821e129e927324e209656737b0578c4a96389ab8f51a108fb4117fbdf8dae05JmltdHM9MTc2MTk1NTIwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=2218c5fe-7c96-6de5-1ca2-d36e7d046c76&amp;u=a1aHR0cHM6Ly95b3VycGVwdGlkZWJyYW5kLmNvbS9mZGEtZnRjLWNvbXBsaWFuY2UtZm9yLXJlc2VhcmNoLXBlcHRpZGUtYnJhbmRzLw&amp;ntb=1"" target=""_blank""><span style=""background-color: rgb(240, 243, 255); color: rgba(0, 0, 0, 0.8)"">: Users must understand the potential hazards associated with these research products and assume full responsibility for their use.</span></a></u></p></li></ul>",peptides,,,,,,40,,,20,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_592ff144-28f0-4943-a6c2-96d8cb95d639,MEDIA,,,,,,ee8358_1a8630ccb01740518c8339f472c14faa~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5915a715-0040-4dbe-883c-8f566d36aa5b,PRODUCT,Glutathion 600,true,<p>Lyophilized powder for RESEARCH USE ONLY!</p>,peptides,,,,,,34,,,7,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5915a715-0040-4dbe-883c-8f566d36aa5b,MEDIA,,,,,,ee8358_b41af94c05434827bf0284529f944326~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6a7bf9b5-0dec-4622-a6b1-57f297515ad7,PRODUCT,kisspeptin 10,true,,peptides,,,,,,38,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
