handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_6a7bf9b5-0dec-4622-a6b1-57f297515ad7,MEDIA,,,,,,ee8358_6e8ee79871774d8a86bc5eab19d75278~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a88593a5-7481-4d78-8976-58e9c404ed80,PRODUCT,Disposal container,true,<p>Research gear.</p>,research-gear,,,,,,5,,,5,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a88593a5-7481-4d78-8976-58e9c404ed80,MEDIA,,,,,,ee8358_4ab8b5ab25134db18f65cb12d86f1229~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6b42fdac-1ccf-4aa1-815d-11a8b240ee12,PRODUCT,Reconstitution Solution 30ml,true,,peptides,,,,,,16,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6b42fdac-1ccf-4aa1-815d-11a8b240ee12,MEDIA,,,,,,ee8358_a9a7a423a92c4c91ba988a7decac41e9~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6b4900f8-f11d-4470-a890-80400478f699,PRODUCT,NAD+ serum,true,,peptides;others,,,,,,22,,,6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6b4900f8-f11d-4470-a890-80400478f699,MEDIA,,,,,,ee8358_d51208abda7c4d959d6f2a34f1ac1357~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d8661cba-dcdc-488a-b631-1188c75b6506,PRODUCT,Bac Water 10ml,true,,peptides,,,,,,8,,,20,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d8661cba-dcdc-488a-b631-1188c75b6506,MEDIA,,,,,,ee8358_48d3d520f4924127a10fc7eb3b2f4fec~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_383b3384-57a3-424c-8da5-7542d1042c88,PRODUCT,Dr.Lipo+,true,"<p>Box of 10 vials 10 ml ea. </p><p>All products are for Research use only and lab experiments.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",others,,,,,,94.99,,,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_383b3384-57a3-424c-8da5-7542d1042c88,MEDIA,,,,,,ee8358_859dcb702e7349f9b72343e857b0313e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07910f40-f9f9-4f15-b7ad-3b07bc4fc86e,PRODUCT,Lipo Lab ,true,"<p>Box of 10 vials 10ml ea. </p><p>ALL PRODUCTS ARE FOR RESEARCH AND LAB EXPERIMENTS ONLY.</p><p>NOT FoR HUMAN CONSUMPTION!</p><p>Caja de 10 viales 10ml cd.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",others,,,,Best Seller,,89,,,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07910f40-f9f9-4f15-b7ad-3b07bc4fc86e,MEDIA,,,,,,ee8358_e6b06a601e3f4d719fd26a3a358673a2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07910f40-f9f9-4f15-b7ad-3b07bc4fc86e,MEDIA,,,,,,ee8358_89e2e542a69b4f2ca636d9b13065cdd2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6880c446-8c9e-47d5-80b5-d6c457f8979a,PRODUCT,GHK-cu 100,true,"<p>100 mg blue copper lyophilized powder peptide for research only.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,40,,,186,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6880c446-8c9e-47d5-80b5-d6c457f8979a,MEDIA,,,,,,ee8358_97b1e3a88afc4970b32bb6508fa080ca~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6a26cf49-112e-4904-a07f-3a4d25b0035d,PRODUCT,Cerebrolysin 60,true,"<p>60mg lyophilized powder peptide for research use only.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,42,,,27,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6a26cf49-112e-4904-a07f-3a4d25b0035d,MEDIA,,,,,,ee8358_ac07d6ceac7e45c399e174ffc1ba8066~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f52619c3-badf-493a-b7b7-ea3db3b0e329,PRODUCT,Epitalon 10,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,38,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f52619c3-badf-493a-b7b7-ea3db3b0e329,MEDIA,,,,,,ee8358_9ac790ed4e384be78bcb9deba9f31356~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_418b3d45-c3a4-4910-9f17-9d99d3ceab55,PRODUCT,PT-141,true,"<p>Lyophilized powder for RESEARCH USE ONLY.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,29,,,4,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_418b3d45-c3a4-4910-9f17-9d99d3ceab55,MEDIA,,,,,,ee8358_ef7917d6a30042199bc5b1a96cbff1bd~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42bfbd58-f8ec-475e-b858-8bd762b852be,PRODUCT,SNAP-8 10mg,true,"<p>Lyophilized powder for RESEARCH ONLY.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,29,,,20,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42bfbd58-f8ec-475e-b858-8bd762b852be,MEDIA,,,,,,ee8358_2b83704f03f44b89bd8c9cbc0f7e0cd7~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aa201720-a0ad-4a5f-9276-e757e22b8170,PRODUCT,Sermorelin 5mg,true,"<p>Lyophilized powder for RESEARCH ONLY.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,39,,,48,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aa201720-a0ad-4a5f-9276-e757e22b8170,MEDIA,,,,,,ee8358_c048875a6cca41e8903ea38b1b9de615~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_24a3aeab-a958-4cac-8c45-547da0dc16a0,PRODUCT,Ipamorelin 5mg,true,"<p>Lyophilized powder for RESEARCH USE ONLY.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,32,,,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_24a3aeab-a958-4cac-8c45-547da0dc16a0,MEDIA,,,,,,ee8358_e4abf4a4b42f48a8a6ed9b7c053af580~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ab15baf6-8ed7-40f5-a2c3-4eb330df2dcb,PRODUCT,Wolverin Stack 10mg (Bpc-157/TB500 5/5),true,"<p>Blend of Bpc157 5mg and TB500 5mg lyophilized powder for RESEARCH USE ONLY.</p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,50,,,9,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ab15baf6-8ed7-40f5-a2c3-4eb330df2dcb,MEDIA,,,,,,ee8358_4f46cdc19a694a78b2f2573a49ac1295~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_283e70be-78bd-45b9-8d02-c63a0d43b840,PRODUCT,Semaglutide 10mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",peptides,,,,,,45,,,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_283e70be-78bd-45b9-8d02-c63a0d43b840,MEDIA,,,,,,ee8358_cf56821fa8aa403f8de9217f304742fd~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_df2a241f-3d63-4721-a41b-0b22647a4077,PRODUCT,NAD+ RESVERATROL 30psc,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",others,,,,Best Seller,,22,,,9,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_df2a241f-3d63-4721-a41b-0b22647a4077,MEDIA,,,,,,ee8358_58452d38e45d48c3b894dc62b6b66b8e~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
